"","Title","Unit","Area","Price","Type","Decoration","Floor","Orientation","Add"
"221","昌平精装小公寓，12万一套起，全家具家电住，可返租",16000,"30","48","1室1厅1卫","精装修","共5层","南向","峥仁公寓-昌平县城二手房出售-弘大路"
"222","珠江壹仟栋 售价2100万 精装修 花园400平 送家具家电",45161,"465","2100","5室2厅6卫","精装修","共3层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"223","尚湖世家 业主需资金周转 含泪抛 精挑细选 位置佳",41899,"358","1500","4室2厅3卫","精装修","共4层","南向","中海尚湖世家-沙河二手房出售-于新庄路"
"224","白 各 庄小区南北通透小三居，精装业主诚心出售 宏福苑",20000,"100","200","3室1厅1卫","精装修","高层（共18层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"225","昌平城区精装公寓14.8万一套，依山傍水，环境优美，紧邻湖面",17500,"20","35","1室1厅1卫","精装修","共5层","南北向","五福家园-沙河镇二手房出售-百沙路199号"
"226","||宏福苑 温泉入户 145平豪华大三居两 随时看房",20689,"145","300","3室2厅2卫","豪华装修","低层（共22层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"227","龙.脉温泉度假村 两居87平230万南北通透",26436,"87","230","2室1厅1卫","精装修","共3层","南北向","龙脉温泉花园-小汤山二手房出售-顺沙路"
"228","香堂文化新村豪.宅永.久独栋，客厅挑空，花园350平，永~",27500,"200","550","5室3厅4卫","豪华装修","共3层","南北向","玉墅馆-阳坊二手房出售-麻峪路"
"229","北京玫瑰园别墅1500平米独栋别墅，占地1950平",61224,"735","4500","6室4厅6卫","豪华装修","共2层","南北向","北京玫瑰园-沙河镇二手房出售-高教园中街"
"230","石坊院（雍景台）南北四居室 自住装修 电梯房 地段好",36597,"194","710","4室2厅3卫","精装修","低层（共28层）","南北向","石坊院小区-昌平县城二手房出售-永安巷"
"231","新新公寓 复式大4居室 宽敞明亮 紧邻大公园 居住生态环境好",34951,"206","720","4室2厅3卫","精装修","低层（共14层）","南北向","新新公寓-昌平县城二手房出售-政府街6号"
"232","东关南里小区 三居室房子 精装修 不临街 近地铁",35609,"123","438","3室2厅2卫","精装修","高层（共6层）","南北向","东关南里-昌平县城二手房出售-亢山路,近南环东路"
"233","京科苑,新上烫手,房家庭名下无房,自住装修,三居独立客厅",31111,"90","280","2室2厅1卫","精装修","高层（共6层）","南北向","京科苑-昌平县城二手房出售-昌盛路3号"
"234","小汤山 六环里四合院 规模大 不限购 环境优美 150万入住",11904,"126","150","4室1厅2卫","毛坯","共1层","南北向","小汤山双兴苑-小汤山二手房出售-顺沙路"
"235","买大产权看这里五证齐全独立房本，均价26000一平，现房",26666,"48","128","1室1厅1卫","精装修","中层（共10层）","南向","水屯家园-昌平县城二手房出售-水南路"
"236","145万全款是的没错 轻松安家 精装两居 ",28428,"70","199","2室2厅1卫","豪华装修","中层（共6层）","南向","善缘家园-其他二手房出售-南百路"
"237","老北京市四合院精装修，村委会签，大型社区通燃气 260万套",13400,"200","268","3室1厅2卫","精装修","共1层","南向","畅金园四合院-昌平县城二手房出售-崔河路"
"238","福泉花园 大4居 精装修 复式 看房方便",34302,"172","590","4室3厅3卫","精装修","低层（共6层）","南北向","富泉花园-昌平县城二手房出售-白浮泉路21号"
"239","出售 宏福苑 三居室 南北通透 豪华装修 照片真实 价格可谈",20689,"145","300","3室2厅2卫","豪华装修","低层（共18层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"240","白各庄东 宏福苑南区 温都水城 正规大两居 真实照片",21052,"95","200","2室1厅1卫","简单装修","高层（共22层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"241","龙，脉温泉 南北通透  两居 满五唯一 温泉入户 居住舒适",26436,"87","230","2室1厅1卫","精装修","共3层","南北向","龙脉温泉花园-小汤山二手房出售-顺沙路"
"242","豪装153.0万 不曾入住 是你追求生活品质的选择",20400,"75","153","2室1厅1卫","简单装修","高层（共18层）","东北向","白各庄新村-沙河二手房出售-定泗路66号"
"243","白各庄复式11，精装修 温馨小窝  业主诚意出售",16081,"148","238","4室2厅2卫","精装修","低层（共18层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"244","南厂住宅区 一般装修1室 ， 位置好，期待您的选购",27777,"45","125","1室1厅1卫","简单装修","高层（共6层）","南北向","南厂住宅中区-南口二手房出售-西民路"
"245","双兴苑小区 精装修一居室47平60万 全南向 看房方便急售",12765,"47","60","1室1厅1卫","精装修","中层（共6层）","南北向","小汤山双兴苑-小汤山二手房出售-顺沙路"
"246","龙。脉花园139平145万 精装修南北通透 急售看房方便",11510,"139","160","3室2厅2卫","精装修","中层（共6层）","南北向","龙脉花园-小汤山二手房出售-顺沙路"
"247","京北南口特价别墅200平268万 景区观山独栋别墅 成熟社区",19200,"150","288","4室3厅4卫","精装修","共2层","南北向","玉墅馆-阳坊二手房出售-麻峪路"
"248","京北独栋别墅190平米210万 300平米私家庭院独门入户",12105,"190","230","4室2厅3卫","毛坯","共3层","南北向","南口别墅-南口二手房出售-亭北路"
"249","均价8500平 70年村产，香堂文化新村",34000,"100","340","4室2厅2卫","毛坯","共3层","南北向","玉墅馆-阳坊二手房出售-麻峪路"
"250","朝阳立水桥 公园地产低总价小户型 精装修不限资质 外地人可买",41666,"30","125","1室1厅1卫","精装修","共5层","东向","立水桥北里-北苑二手房出售-立汤路"
"251","上西市四合院229平178万环境优美，宅中有园园中有屋",9586,"290","278","3室1厅1卫","精装修","共1层","南北向","畅金园四合院-昌平县城二手房出售-崔河路"
"252","临湖 精装 双拼景观别墅 花园200平 仅售1300万，看",43918,"296","1300","5室2厅4卫","精装修","共3层","南向","中海瓦尔登湖-沙河镇二手房出售-定泗路"
"253","沙河地铁 绿城阳光靠谱2居现房出售，随时看房",9500,"100","95","2室2厅1卫","精装修","共3层","南北向","绿城阳光-沙河镇二手房出售-汤尚路"
"254","法拍房源，不需要购房资质，我可以联系到房主，非常熟悉此房",40905,"254","1039","4室3厅3卫","精装修","共3层","南北向","中海瓦尔登湖-沙河镇二手房出售-定泗路"
"255","新房有土地证老北京四合院，独门独院145万，有燃气入户",10077,"258","260","4室2厅3卫","精装修","共1层","南向","畅金园四合院-昌平县城二手房出售-崔河路"
"256","北七家桃园公寓 南北通透 大三居 带露台",27279,"146","400","3室2厅2卫","简单装修","高层（共7层）","南北向","桃园公寓-北七家二手房出售-定泗路"
"257","清秀园北区南向正规两居室，中间楼层，满两年原较高",36652,"72","265","2室1厅1卫","简单装修","共5层","南向","清秀园北区-昌平县城二手房出售-燕平路"
"258","清秀园北区南向正规两居室，中间楼层，满两年原较高",36805,"72","265","2室1厅1卫","简单装修","低层（共6层）","南向","清秀园北区-昌平县城二手房出售-燕平路"
"259","小区环境幽雅 适合家人居住 临近地铁商业街",8461,"65","55","1室1厅1卫","精装修","中层（共6层）","南北向","绿城雅居-沙河二手房出售-昌平沙河"
"260","昌平南口精装木屋别墅158万一套,独门独院,依山傍水环境优美",13166,"120","158","3室2厅3卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"261","昌平流村 观山别墅235平米200万送320平小院毛坯",12340,"235","290","4室3厅2卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"262","东环路 正规小三居室 南北通透 户型方正 采光好 低首付",36231,"69","250","3室1厅1卫","简单装修","高层（共6层）","南北向","东环路小区-昌平县城二手房出售-东环路"
"263","大社区 高品质 145万轻松得两居 南北通透 一梯两户",18125,"80","145","2室2厅1卫","豪华装修","中层（共6层）","南向","羊各庄新村-北七家二手房出售-定泗路"
"264","带电梯联排别墅，人车分流，双车位",33858,"339","1150","5室2厅5卫","毛坯","共3层","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"265","宏福苑小区南向一居室 可以洛户 随时看房",19230,"65","125","1室1厅1卫","简单装修","高层（共7层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"266","直对街心花园，品质双拼，268平米1260万花园300平米",48022,"268","1287","4室2厅3卫","精装修","共2层","南北向","北京玫瑰园-沙河镇二手房出售-高教园中街"
"267","直降200万 紧邻维多利亚花园  双拼自家花园大 看房有钥匙",48507,"268","1300","4室2厅3卫","简单装修","共2层","南北向","北京玫瑰园-沙河镇二手房出售-高教园中街"
"268","精装联排1天没有住过，看房随时，欢迎莅临考察，三层大露台",55793,"233","1300","4室3厅3卫","精装修","共3层","南北向","北京玫瑰园-沙河镇二手房出售-高教园中街"
"269","西湖新村 南北通透  双卧朝南大两居  98平米 345万",35089,"98","345","2室1厅1卫","简单装修","高层（共6层）","南北向","西湖新村-北七家二手房出售-立汤路"
"270","北七家 宏福苑 沙河 白各庄新村，南北通透大三居业主诚心出售",21301,"169","360","3室1厅2卫","精装修","高层（共18层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"271","名佳花园  低楼层 大三居室 采光充足  适合改善换房客户",33472,"143","480","3室2厅2卫","简单装修","低层（共6层）","南北向","名佳花园(三...-北七家二手房出售-北清路"
"272","马池口 两居免装修 中楼层视野好 首付低总价低 全城接送看房",32456,"57","185","2室1厅1卫","精装修","共5层","南北向","马池口红冶家...-昌平县城二手房出售-昌流路"
"273","沙河地铁站两居现房，即买即住，手续齐全，配套齐全。",19875,"80","159","2室2厅1卫","豪华装修","中层（共6层）","南向","巩华家园北二...-沙河二手房出售-顺沙路8号"
"274","安福苑温馨两居室南北通透单独小院前后无遮挡房龄新",39106,"89","350","2室2厅1卫","简单装修","中层（共7层）","南北向","安福苑-昌平县城二手房出售-北京市昌平区昌平镇财..."
"275","小区环境特别好 出入方便 周边设施齐全",6500,"100","65","2室1厅1卫","精装修","中层（共7层）","南北向","园林圣懋-沙河二手房出售-园林圣懋"
"276","精装联排1天没有住过，看房随时，欢迎莅临考察，三层大露台",55793,"233","1300","4室3厅3卫","精装修","共3层","南北向","北京玫瑰园-沙河镇二手房出售-高教园中街"
"277","精装修的大两居室，低楼层，适合广大客户群体",33202,"117","389","2室2厅2卫","精装修","低层（共6层）","南北向","蓬莱公寓-北七家二手房出售-立汤路"
"278","蓬莱公寓  一层带花园 大两居室可改三居 送大花园 满5年",39383,"116","460","2室2厅2卫","简单装修","低层（共6层）","南北向","蓬莱公寓-北七家二手房出售-立汤路"
"279","满五年，看房提前联系，业主",43755,"54","240","2室1厅1卫","简单装修","共5层","南北向","西环里-昌平县城二手房出售-西环路"
"280","出国 小汤山金科帕提欧 私家电梯 温泉入户 全实木中式装修",41666,"300","1250","5室2厅4卫","豪华装修","共3层","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"281","临近沙河水库，环境优美，交通方便，两居毛坯",8035,"112","90","2室1厅1卫","毛坯","共5层","南北向","巩华家园-沙河镇二手房出售-百沙路"
"282","绿城雅苑 沙河水库对面 湿地公园 业主诚意出售",8461,"130","110","2室2厅1卫","精装修","低层（共6层）","南北向","巩华家园-沙河镇二手房出售-汤尚路"
"283","昌平南口精装木屋别墅138万一套,独门独院,依山傍水环境优美",13800,"100","138","3室2厅2卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"284","东环路小区 两室带一独立客厅 前后无遮挡 户型好 位置好",40455,"79","320","2室1厅1卫","简单装修","高层（共6层）","东西向","东环路小区-昌平县城二手房出售-东环路"
"285","燕平家园 精装修 大三居 礼包入住",38514,"145","560","3室2厅2卫","精装修","中层（共15层）","西南向","燕平家园-昌平县城二手房出售-东环路"
"286","大一居改两居南北通透缺稀户型居住的不二之选",10400,"75","78","2室1厅1卫","简单装修","中层（共6层）","南北向","翠湖新城-沙河镇二手房出售-于辛庄路"
"287","林溪新房源 大花园 精装联排 仅1000万 低.税.费",42194,"237","1000","5室2厅6卫","豪华装修","共3层","北向","顺驰林溪-沙河镇二手房出售-顺沙路"
"288","昌平十三陵养老度假休闲~15万入住，可年返租百分之十",25000,"40","100","1室1厅1卫","精装修","低层（共6层）","南北向","裕祥小区-阳坊二手房出售-北环路"
"289","宏福苑小区板楼南向一居室精装修 可以平移北京 户 口",17105,"76","130","1室1厅1卫","精装修","高层（共7层）","东向","白各庄新村-沙河二手房出售-定泗路66号"
"290","电梯洋房，正规四居室，部分50平，精装修直接入住",34398,"142","490","4室1厅2卫","精装修","低层（共9层）","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"291","金科帕提欧 豪华装修三居 业主急售腾资格 530万",37905,"139","530","3室2厅2卫","豪华装修","低层（共7层）","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"292","金科帕提欧 豪华装修三居 业主急售腾资格 530万",37905,"139","530","3室2厅2卫","豪华装修","低层（共7层）","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"293","绿城雅苑 南北通透 76平米小两居室 精装修 诚意出售",8684,"76","66","2室1厅1卫","精装修","共4层","南北向","巩华家园-沙河镇二手房出售-汤尚路"
"294","新盘发售！平层、复试均有！20万/套起！紧邻地铁！！",10000,"30","30","1室1厅1卫","精装修","中层（共7层）","南北向","沙河-立水桥二手房出售-地铁旁"
"295","新新公寓 电梯房 精装修 南北通透 大三居 租赁车位",38787,"132","512","3室2厅2卫","精装修","中层（共23层）","东北向","新新公寓-昌平县城二手房出售-政府街6号"
"296","西环里使用面积大房龄新首付低看房有钥匙",44000,"45","198","2室1厅1卫","精装修","低层（共6层）","南向","西环里-昌平县城二手房出售-西环路"
"297","老北京四合院148万一套,独门独院,天然气入户，环境优美",6166,"240","148","3室2厅2卫","简单装修","共1层","南北向","畅金园四合院-沙河二手房出售-崔河路"
"298","朝阳立水桥精装修公寓68万一套，紧邻立水桥地铁站400米",21250,"32","68","1室1厅1卫","豪华装修","共5层","南北向","立水桥北里-立水桥二手房出售-立汤路"
"299","六环里昌平老北京四合院178万一套,独门独院,环境优美",8900,"200","178","4室2厅3卫","精装修","共1层","南北向","小汤山双兴苑-小汤山二手房出售-顺沙路"
"300","昌平小汤精品别墅188万一套，200平米超大私家花园依山傍水",7520,"250","188","4室2厅3卫","简单装修","共2层","南北向","香堂别墅-小汤山二手房出售-香堂别墅区"
"301","典雅庄园 户型方正，带电梯，南北通透330万 看房方便",28947,"114","330","2室2厅2卫","精装修","中层（共9层）","南北向","典雅庄园-小汤山二手房出售-顺沙路81号"
"302","纳帕澜郡精装三居116平 看房方便 397万 双卧朝南",34121,"116","397","3室2厅2卫","精装修","低层（共15层）","南北向","纳帕澜郡-小汤山二手房出售-沙顺路88号"
"303","渔场家属院 精装修两居室 南北通透98平232万 看房方便",23673,"98","232","2室2厅1卫","精装修","低层（共6层）","南北向","小汤山渔场家...-小汤山二手房出售-顺沙路110号"
"304","珠江壹千栋 三期 惊爆价 精装修 花园500平 2200万",43650,"504","2200","5室3厅5卫","精装修","共2层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"305","昌平北六环 现房别墅200平花园采光充足随时看房现房发售",12666,"180","228","4室3厅3卫","简单装修","共2层","南向","南口别墅-南口二手房出售-亭北路"
"306","老北京市四合院精装修，村委会签，大规模社区通燃气 260万套",13400,"200","268","3室1厅2卫","精装修","共1层","南向","畅金园四合院-昌平县城二手房出售-崔河路"
"307","仿古畅金园四合院260万一手无中介，现房真实图片视频不限夠",10116,"257","260","4室2厅2卫","精装修","共1层","南北向","畅金园四合院-昌平县城二手房出售-崔河路"
"308","珠江壹千栋 三期 惊爆价 精装修 花园500平 2200万",43650,"504","2200","5室3厅5卫","精装修","共2层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"309","一期临湖  子母房625平  北入户南花园 占地2亩半",36480,"625","2280","5室3厅6卫","毛坯","共3层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"310","一期临湖  子母房625平  北入户南花园 占地2亩半",36480,"625","2280","5室3厅6卫","毛坯","共3层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"311","南厂住宅西区 3室1厅 200万 家具家电全送 ",26954,"74","200","3室1厅1卫","精装修","低层（共6层）","南北向","南厂住宅西区-南口二手房出售-西民路"
"312","东关北里 精装修 纯南两居 视野好",42345,"61","260","2室1厅1卫","简单装修","高层（共6层）","南向","东关北里-昌平县城二手房出售-东环路"
"313","北环里高苑 02年新房 3居室 精装 南北通透 价格390",32416,"120","389","3室2厅2卫","精装修","中层（共6层）","南北向","北环里小区-昌平县城二手房出售-西环路"
"314","临近沙河水库，两室一厅一卫精装修。环境优美，交通方便。",13181,"110","145","2室1厅1卫","精装修","共5层","南北向","巩华家园-沙河镇二手房出售-松辛路"
"315","南厂住宅西区 2室1厅 165万 满五年  看房提前约",28896,"57","165","2室1厅1卫","简单装修","低层（共6层）","东南向","南厂住宅西区-南口二手房出售-西民路"
"316","145万置业地铁旁90两居室 图片均为实景拍摄一梯两户",16111,"90","145","2室2厅1卫","豪华装修","中层（共6层）","南向","五福家园-沙河镇二手房出售-百沙路199号"
"317","临近地铁 商业街 随时看房 环境好",12000,"100","120","2室1厅1卫","精装修","低层（共12层）","南北向","红枫潘达-沙河二手房出售-于辛庄村"
"318","建明里小区 正规2居室刚装修2年采光好空间大独立小院",40000,"65","260","2室1厅1卫","精装修","共5层","南北向","建明里-昌平县城二手房出售-政府街"
"319","西环里精装两居室 中间楼层 业主诚心出售",39603,"60","240","2室1厅1卫","精装修","中层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"320","南口道北中区 南北通透 一居带独立客厅 采光好 首付30万",27777,"45","125","1室1厅1卫","精装修","高层（共6层）","南北向","南厂住宅西区-南口二手房出售-西民路"
"321","法国知名设计师空降亲自监督装修完成的独栋别墅 J对艺术享受",45918,"588","2700","5室3厅5卫","豪华装修","共3层","南北向","中海尚湖世家-沙河镇二手房出售-于新庄路"
"322","金科帕提欧 2室1厅 380万",43713,"86","380","2室1厅1卫","精装修","中层（共9层）","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"323","好房源一区南北三居 户型方正 公摊小 使用面积102平米",35555,"90","320","3室1厅1卫","毛坯","低层（共6层）","南北向","天朗园(北街...-沙河二手房出售-高教园北二街"
"324","北七家 蓬莱公寓 错层四居室 挑高客厅4.5米 尽享住别墅的",31553,"144","455","4室1厅2卫","精装修","中层（共7层）","南北向","蓬莱公寓-北七家二手房出售-立汤路"
"325","新出珠江壹三期 K07户型 精装修花园500平 诚信房源",41316,"547","2260","5室3厅5卫","豪华装修","共3层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"326","沙河地铁站东800米 图片是实景 随时看房 145万得2居",19333,"75","145","2室2厅1卫","豪华装修","中层（共6层）","南向","羊各庄新村-北七家二手房出售-定泗路"
"327","蓝郡国际花园 观景洋房 2011年重新装修 采光充足 无",37049,"61","226","1室1厅1卫","精装修","高层（共15层）","东向","蓝郡国际花园-昌平县城二手房出售-西环路25号"
"328","双卧室互不打扰，采光充足，通透性好",31454,"81","255","2室1厅1卫","精装修","高层（共6层）","东西向","北亚花园-北七家二手房出售-东北路"
"329","东关南里正规一居室精致装修低总价低首付",43809,"42","184","1室1厅1卫","精装修","中层（共6层）","南向","东关南里-昌平县城二手房出售-亢山路,近南环东路"
"330","二十一好房源 边户大把边 三面花园 沙河4层联排别墅 满五年",31437,"334","1050","4室2厅2卫","精装修","共3层","南向","北一街8号-沙河二手房出售-高教园北一街8号"
"331","二十一世纪好房源北街家园C区 精装修 联排别墅 带40平",35156,"256","900","3室2厅2卫","精装修","共3层","南北向","北街家园C区-沙河二手房出售-高教园北二街,近京藏高速"
"332","水屯家园精装两居室 高楼层 采光好 南北通透户型",31388,"81","255","2室1厅1卫","精装修","低层（共6层）","南北向","水屯家园-回龙观二手房出售-水南路"
"333","145万全款是的没错 轻松安家 两居室 南北通透 一梯两户",21285,"70","149","2室2厅1卫","豪华装修","中层（共6层）","南向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"334","昌平京北独栋别墅180平米230万 200平米院子",12777,"180","230","3室2厅3卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"335","公寓式小区 5栋楼 交通方便 采光非常好",4117,"68","28","2室1厅1卫","精装修","高层（共6层）","南北向","河畔公寓-沙河二手房出售-沙河北大桥"
"336","东关北里 两居室 带独立餐厅 格局好 前后无遮挡 单独小院",44260,"72","320","3室1厅1卫","精装修","共5层","南北向","东关北里-昌平县城二手房出售-东环路"
"337","昌平养老宜居之地，全款12万起，精装修送家具家电",22000,"40","88","1室1厅1卫","精装修","中层（共6层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"338","临近沙河水库，环境优美，交通方便，三居一厅两卫。东西通透",8943,"123","110","3室1厅2卫","精装修","共5层","东西向","巩华家园-沙河镇二手房出售-百沙路"
"339","145万置业地铁旁90两居室 图片均为实景拍摄 即买即住",21818,"55","120","1室1厅1卫","精装修","中层（共6层）","南向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"340","南厂住宅西区3居南北朝向低总价",30323,"74","225","3室1厅1卫","简单装修","低层（共6层）","南北向","南厂住宅西区-南口二手房出售-西民路"
"341","85万置业地铁旁90两居室 图片均为实景拍摄 一梯两户",16000,"50","80","2室1厅1卫","精装修","中层（共9层）","南向","五福家园-沙河镇二手房出售-百沙路199号"
"342","珠江壹仟栋 售价2100万 精装修 花园400平 送家具家电",45161,"465","2100","5室2厅6卫","精装修","共3层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"343","急售 小区环境好 停车免费 随时看房",8000,"150","120","3室1厅1卫","精装修","中层（共6层）","南北向","翠湖新城-沙河二手房出售-翠湖新城"
"344","急售 环境好 出入方便 临近沙河水库",11304,"115","130","2室1厅1卫","精装修","低层（共6层）","南北向","水岸庄园-沙河二手房出售-水岸庄园"
"345","东关南里小区 高尚宁静独具特色 自然资源 和谐",34246,"87","300","2室2厅1卫","精装修","中层（共6层）","南北向","东关南里-昌平县城二手房出售-亢山路,近南环东路"
"346","东关南里 南北通透大2居 中楼层 看房方便",40555,"90","365","2室1厅1卫","精装修","中层（共6层）","南北向","东关南里-昌平县城二手房出售-亢山路,近南环东路"
"347","玫瑰园三期1500平大独栋 1500平大花园 四面无遮挡采光",50000,"700","3500","6室4厅5卫","精装修","共3层","南北向","北京玫瑰园-沙河镇二手房出售-高教园中街"
"348","环境优美，交通方便，两居豪装，临近沙河水库",5862,"116","68","2室1厅1卫","豪华装修","共5层","南北向","巩华家园-沙河镇二手房出售-百沙路"
"349","地铁旁，一梯两户，南北通透，燃气入户，145万轻松得精装两居",18125,"80","145","2室2厅1卫","豪华装修","中层（共6层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"350","水岸庄园 湿地公园 沙河水库 环境优美",16000,"100","160","2室1厅1卫","精装修","高层（共6层）","南北向","巩华家园-沙河镇二手房出售-松辛路"
"351","小汤山金科帕提欧 顶层电梯复式 精装修  家具家电 着急",32500,"200","650","4室1厅1卫","精装修","高层（共9层）","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"352","珠江壹仟栋 售价2100万 精装修 花园400平 送家具家电",45161,"465","2100","5室2厅6卫","精装修","共3层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"353","新新公寓 精装修大三居 南北通透 紧挨公园 中间层 采光好",36601,"153","560","3室1厅2卫","简单装修","中层（共14层）","南北向","新新公寓-昌平县城二手房出售-政府街6号"
"354","纳帕澜郡 两居室62平252万 南北通透满两年 急售看房方便",40645,"62","252","2室1厅1卫","精装修","高层（共15层）","南北向","纳帕澜郡-小汤山二手房出售-沙顺路88号"
"355","宁馨苑，大四居，160平米.520万，",31250,"160","500","4室2厅2卫","豪华装修","高层（共6层）","南北向","宁馨苑-昌平县城二手房出售-龙水路"
"356","东关南里大三居，南北户型，满五年，150平米.410万",27333,"150","410","3室2厅2卫","豪华装修","高层（共6层）","南北向","东关南里-昌平县城二手房出售-亢山路,近南环东路"
"357","金隅万科.二居室.南北.看房随时",41111,"90","370","2室1厅1卫","精装修","中层（共24层）","南北向","金隅万科城-昌平县城二手房出售-南环路"
"358","东关南里大三居，南北户型，满五年，150平米.410万",27333,"150","410","3室2厅2卫","豪华装修","高层（共6层）","南北向","东关南里-昌平县城二手房出售-亢山路,近南环东路"
"359","龙山华府 三居室 南北通透 精装修 438万 满五唯一",42773,"102","438","3室1厅1卫","精装修","中层（共21层）","南北向","龙山华府-昌平县城二手房出售-白浮泉路26号"
"360","家春秋西关环岛旁小区户型方正南北两居首付79万",29761,"84","250","2室1厅1卫","精装修","低层（共6层）","南北向","郝庄家园北区-昌平县城二手房出售-南北庄路"
"361","朝阳立水桥地铁站300米两万每平可注 册精装修",41666,"30","125","1室1厅1卫","精装修","共5层","东向","立水桥北里-北苑二手房出售-立汤路"
"362","昌平精装公寓，依山傍水，远离雾霾，15万一套起，送家具家电",21621,"37","80","1室1厅1卫","精装修","高层（共6层）","南向","朱辛庄北区-沙河镇二手房出售-朱辛庄东路"
"363","西环里 2室1厅 200万 没税 看房随时",40322,"49","200","2室1厅1卫","精装修","共5层","南向","西环里-昌平县城二手房出售-西环路"
"364","好房源精装修联排 地上三层  大层高  大空间  看房有钥匙",56250,"240","1350","4室3厅3卫","精装修","共3层","南北向","北京玫瑰园-沙河镇二手房出售-高教园中街"
"365","郝庄家园 首付78万 两居带独立客厅 低总价 ",29069,"86","250","2室1厅1卫","精装修","高层（共6层）","南北向","郝庄家园北区-昌平县城二手房出售-南北庄路"
"366","昌平水屯家园南北通透 大两居室 看房方便",30365,"82","249","2室1厅1卫","精装修","高层（共6层）","南北向","水屯家园-回龙观二手房出售-水南路"
"367","东关北里 标准一居室 地段好 安静舒适 低总价 低首付",43333,"45","195","1室1厅1卫","精装修","高层（共6层）","南向","东关北里-昌平县城二手房出售-东环路"
"368","燕平家园 朝南两居室 高楼层 视野好 小户型 低首付",40322,"62","250","2室1厅1卫","简单装修","高层（共6层）","南向","燕平家园-昌平县城二手房出售-东环路"
"369","纳帕澜郡68平 大一居255万 精装修采光好 看房方便",37500,"68","255","1室1厅1卫","精装修","中层（共15层）","南北向","纳帕澜郡-小汤山二手房出售-沙顺路88号"
"370","北七家 温泉花园 103平 温馨小三居 中楼层 一手房 全明",27184,"103","280","3室1厅1卫","精装修","中层（共6层）","南北向","温泉花园(B...-北七家二手房出售-立汤路"
"371",",急急急精装修南北普通住宅475平米，看房随时",56842,"475","2700","5室3厅4卫","精装修","共3层","南北向","北京玫瑰园-沙河镇二手房出售-高教园中街"
"372","房源真实 270平米精装独栋 送300庭院 总价330万",12222,"270","330","4室3厅2卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"373","宏福苑小区可以平移户口的两居室，精装修，临近白各庄新村",22680,"97","220","2室1厅1卫","精装修","高层（共18层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"374","御路园 大三居带独立客厅 三阳开泰明厅 免装修 有钥匙",30894,"123","380","3室2厅1卫","精装修","高层（共6层）","南北向","御路园-昌平县城二手房出售-政府街"
"375","急特价《上东新居》南北通透120平89万大三居，随时看房过户",22250,"40","89","3室1厅1卫","精装修","共4层","南北向","巩华家园-沙河二手房出售-于辛路25号"
"376","金科廊桥水岸一期  南北通透  精装修次顶层  前后无遮挡",48818,"127","620","4室2厅2卫","精装修","低层（共6层）","南北向","金科廊桥水岸-昌平县城二手房出售-南丰路"
"377","地铁站旁精装修两居（145万全款）即买即住南北通透 图片实景",31500,"60","189","2室2厅1卫","豪华装修","中层（共6层）","南向","京科苑-昌平县城二手房出售-昌盛路3号"
"378","金隅万科城 南北通透全明三居 购物方便 绿化很好 物业完善",40136,"146","586","3室2厅2卫","精装修","中层（共28层）","南北向","金隅万科城-昌平县城二手房出售-南环路"
"379","好房源北街家园五区南向两居 自住装修 中间楼层 采光好",45945,"74","340","2室1厅1卫","精装修","低层（共18层）","南向","北街家园五区-沙河二手房出售-高教园北二街"
